dataset_idx,example_id,gold_label,status,base_label,relevant_found,new_label,premise_index,premise_text,n_premises
263,558,False,OK_RELEVANT_FOUND,False,True,Uncertain,1.0,"∃x (Administer(eTS, x) ∧ InternationalTest(x) ∧ (TOEFL(x) ∨ TOEIC(x) ∨ GRE(x) ∨ SubjectTest(x)))",4
264,559,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
265,993,False,OK_RELEVANT_FOUND,False,True,Uncertain,1.0,"∀x (Hodophiles(x) ∧ ¬(∃y (Resist(x, y) ∧ Hallmark(y) ∧ Delectabl(y) ∧ Dessert(y) ∧ FamousIn(y, italy))))",6
266,994,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
267,995,False,SKIP_NOT_CONVERGENT,True,False,,,,6
268,776,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
269,777,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
270,778,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
271,395,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
272,396,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,Speedway(islip) ∧ SmallestRaceTrack(islip),5
273,397,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,Speedway(islip) ∧ SmallestRaceTrack(islip),5
274,1211,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
275,1212,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
276,1213,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
277,1214,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
278,32,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
279,33,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
280,34,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
281,705,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,2
282,198,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
283,199,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
284,200,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
285,676,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
286,677,True,OK_RELEVANT_FOUND,True,True,Uncertain,1.0,"Studied(daniel, bioengineering) ∧ UndergraduateAt(daniel, riceUniversity)",5
287,678,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
288,326,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,3
289,327,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,3
290,328,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,3
291,329,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,3
292,255,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,3
293,256,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,"Island(luzon) ∧ In(luzon, philippines)",3
294,257,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"Island(luzon) ∧ In(luzon, philippines)",3
295,961,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
296,962,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
297,963,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
298,683,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"∀x (Student(x) ∧ LearningPiano(x) → Can(x, strike, rightNote))",7
299,684,False,SKIP_NOT_CONVERGENT,True,False,,,,7
300,650,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
301,651,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
302,572,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
303,573,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
304,574,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
305,1090,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
306,1091,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"∀x (In(x, loveCity) → (ConsidersMostImportantLoveLanguage(x, physicalTouch)  ∨ ConsidersMostImportantLoveLanguage(x, wordOfAffirmation))",5
307,1092,False,OK_RELEVANT_FOUND,False,True,Uncertain,1.0,"∀x ((ConsidersMostImportantLoveLanguage(x, physicalTouch)  ∧ In(x, loveCity) → GoodWith(x, pet))",5
308,1093,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"∀x (In(x, loveCity) → (ConsidersMostImportantLoveLanguage(x, physicalTouch)  ∨ ConsidersMostImportantLoveLanguage(x, wordOfAffirmation))",5
309,1094,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"∀x (In(x, loveCity) → (ConsidersMostImportantLoveLanguage(x, physicalTouch)  ∨ ConsidersMostImportantLoveLanguage(x, wordOfAffirmation))",5
310,1277,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
311,1278,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"∀x (Bird(x) → ∃y ∃z (¬(y=z) ∧ Wing(y) ∧ Wing(z) ∧ Have(x, y) ∧ Have(x, z)))",6
312,1279,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,"∀x (Bird(x) → ∃y ∃z (¬(y=z) ∧ Wing(y) ∧ Wing(z) ∧ Have(x, y) ∧ Have(x, z)))",6
313,86,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
314,87,False,OK_RELEVANT_FOUND,False,True,Uncertain,4.0,"Directed(andyChang, endGame)",6
315,88,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
316,17,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,9
317,18,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,9
318,19,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,9
319,737,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,2
320,1378,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,8
321,1379,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,8
322,1380,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,8
323,712,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,2
324,72,False,OK_RELEVANT_FOUND,False,True,Uncertain,2.0,¬(Periodical(mort) ∨ Auction(mort) ∨ Bibliography(mort) ∨ Background(mort)),4
325,73,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
326,279,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,DramaFilm(adventuresOfRusty) ∧ ChildrensFilm(adventuresOfRusty),4
327,280,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
328,281,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
329,282,True,OK_RELEVANT_FOUND,True,True,Uncertain,2.0,"Produces(paramount, tintin)",4
330,660,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
331,661,True,OK_RELEVANT_FOUND,True,True,Uncertain,2.0,"PartysSecretaryGeneral(dengXiaoping) ∧ Under(dengXiaoping, mao) ∧ VicePremierInThe1950s(dengXiaoping) ∧ PresidedOver(dengXiaoping, antiRightistCampaign) ∧ LaunchedBy(antiRightistCampaign, mao)",6
332,662,True,OK_RELEVANT_FOUND,True,True,Uncertain,3.0,"InstrumentalIn(dengXiaoping, chinasEconomicReconstruction) ∧ Following(chinasEconomicReconstruction, greatLeapForward) ∧ Disastrous(greatLeapForward)",6
333,1047,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
334,1048,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
335,1049,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
336,1050,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
337,1051,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
338,1052,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
339,1053,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
340,1054,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
341,1055,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
342,1056,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
343,521,False,OK_RELEVANT_FOUND,False,True,Uncertain,1.0,American(captainAmerica) ∧ TopTenFavorite(captainAmerica) ∧ Superhero(captainAmerica),5
344,522,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"∀x (Superhero(x) ∧ American(x) → ComeFrom(x, dCUniverse) ⊕ ComeFrom(x, marvelUniverse))",5
345,523,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
346,228,Uncertain,SKIP_GOLD_NOT_DECIDED,True,False,,,,4
347,229,False,OK_RELEVANT_FOUND,False,True,Uncertain,1.0,Essayist(robertZimmer),4
348,230,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
349,694,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,3
350,907,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
351,908,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
352,909,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
353,473,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
354,474,True,OK_RELEVANT_FOUND,True,True,Uncertain,1.0,"CapitalOf(paris, france)",6
355,475,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
356,900,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,∀x (SportsCar(x) → LoudCar(x)),5
357,901,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,∀x (SportsCar(x) → LoudCar(x)),5
358,902,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
359,903,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,∀x (SportsCar(x) → LoudCar(x)),5
360,1283,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,∀x (Plant(x) → ¬CuteAnimal(x)),5
361,1284,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,∀x (Plant(x) → ¬CuteAnimal(x)),5
362,1285,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
363,435,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,3
364,436,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,3
365,208,True,OK_RELEVANT_FOUND,True,True,Uncertain,1.0,WordSetter(michael),4
366,209,False,OK_RELEVANT_FOUND,False,True,Uncertain,2.0,"Magazine(worldMedicine) ∧ EditedBy(worldMedicine, michael)",4
367,210,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,British(michael) ∧ Physician(michael) ∧ Journalist(michael) ∧ Author(michael) ∧ Broadcaster(michael),4
368,211,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,British(michael) ∧ Physician(michael) ∧ Journalist(michael) ∧ Author(michael) ∧ Broadcaster(michael),4
369,212,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
370,699,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,2
371,742,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,"∀x ∀y (HandbrakeOf(x, y) ∧ Car(y) → Up(x) ⊕ Down(x))",2
372,1020,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
373,1021,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
374,1022,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
375,158,True,OK_RELEVANT_FOUND,True,True,Uncertain,2.0,∀x (ArtilleryFortification(x) → DeployCannons(x)),5
376,159,True,OK_RELEVANT_FOUND,True,True,Uncertain,3.0,"∀x ∀y ((Roundel(x) ∧ ArtilleryFortification(y)) → Older(x, y))",5
377,160,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
378,161,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,∀x (Roundel(x) → (Rounded(x) ∧ ArtilleryFortification(x))),5
379,732,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,2
380,485,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"∀x (Volunteer(x) → Receive(x, intangibleBenefit))",6
381,486,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
382,487,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
383,1002,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
384,1003,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
385,1004,False,SKIP_NOT_CONVERGENT,True,False,,,,7
386,615,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
387,616,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
388,1235,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
389,1236,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
390,1237,False,SKIP_NOT_CONVERGENT,True,False,,,,7
391,1238,True,SKIP_NOT_CONVERGENT,False,False,,,,7
392,1261,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
393,1262,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,∀x (Fish(x) → ¬Bird(x)),5
394,1263,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,∀x (Fish(x) → ¬Bird(x)),5
395,453,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
396,454,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
397,455,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
398,1424,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,8
399,1425,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,8
400,1426,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"∀x (In(x, sizeTown) → (Big(x) ∨ Small(x)))",8
401,1427,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"∀x (In(x, sizeTown) → (Big(x) ∨ Small(x)))",8
402,1428,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,"∀x (In(x, sizeTown) → (Big(x) ∨ Small(x)))",8
403,1429,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,"∀x (In(x, sizeTown) → (Big(x) ∨ Small(x)))",8
404,287,True,OK_RELEVANT_FOUND,True,True,Uncertain,1.0,"Creates(maya, dIRay) ∧ Writes(maya, dIRay)",4
405,288,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,TelevisionSeries(dIRay) ∧ PoliceProcedural(dIRay),4
406,1342,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
407,1343,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
408,1344,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,"∀x (Take(x, barExam) → CanRead(x))",6
409,834,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
410,835,False,SKIP_NOT_CONVERGENT,True,False,,,,5
411,836,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
412,537,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
413,538,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"∀x ∀y (Person(x) ∧ Product(y) ∧ ¬HaveEnoughMoneyFor(x, y) → ¬Buy(x, y))",5
414,707,False,OK_RELEVANT_FOUND,False,True,Uncertain,1.0,∃x (ArtificialSatellite(x) ∧ ¬USInvention(x)),2
415,701,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,∃x (Cat(x) ∧ ¬Pet(x)),2
416,967,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
417,968,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
418,969,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
419,837,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,∀x (ProfessionalBasketballPlayer(x) → ¬ProfessionalSoccerPlayer(x)),5
420,838,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,∀x (ProfessionalBasketballPlayer(x) → ¬ProfessionalSoccerPlayer(x)),5
421,839,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
422,1274,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
423,1275,True,OK_RELEVANT_FOUND,True,True,Uncertain,4.0,"¬WorkAt(mary, pool)",5
424,1276,False,OK_RELEVANT_FOUND,False,True,Uncertain,4.0,"¬WorkAt(mary, pool)",5
425,746,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,2
426,267,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
427,268,True,OK_RELEVANT_FOUND,True,True,Uncertain,1.0,"BornIn(bernardaBrysonShahn, athensOhio)",4
428,269,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
429,982,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
430,983,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,7
431,1298,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,8
432,1299,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"∀x (OnPayroll(x) → PaidBy(x, school))",8
433,1300,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,"∀x (OnPayroll(x) → PaidBy(x, school))",8
434,691,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
435,611,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
436,612,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
437,613,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
438,614,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
439,107,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,∀x (SevenDistinctWorks(x) → Heptalogy(x)),3
440,108,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,∀x (SevenDistinctWorks(x) → Heptalogy(x)),3
441,109,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,3
442,1017,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
443,1018,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,"∀x (AttendRegularly(x, renaissanceFair) → Enjoy(x, dressingUp, oldFashionedClothing) ∧ Enjoy(x, dressingUp, historicalPeriodClothing))",6
444,1019,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"∀x (AttendRegularly(x, renaissanceFair) → Enjoy(x, dressingUp, oldFashionedClothing) ∧ Enjoy(x, dressingUp, historicalPeriodClothing))",6
445,714,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,2
446,944,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
447,945,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
448,946,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
449,720,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,OpenSourceSoftware(drishti),2
450,461,True,NO_RELEVANT_FOUND_UNDER_BUDGET,True,False,,,,7
451,462,Uncertain,SKIP_GOLD_NOT_DECIDED,True,False,,,,7
452,463,True,OK_RELEVANT_FOUND,True,True,Uncertain,2.0,"∀x ∀y (Student(x) ∧ GetGradeIn(x, a, englishClass) → EnglishClassScore(x, y) ∧ GreaterThan90(y) ∧ LowerThan95(y))",7
453,617,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"∀x (Day(x) → ¬Prefer(olivia, warmTemperature, x))",7
454,592,False,OK_RELEVANT_FOUND,False,True,Uncertain,3.0,∀x (Paid(x) ∧ Software(x) → ¬UnderGNULicense(x)),5
455,593,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,GUI(tora),5
456,1199,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
457,1200,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
458,1201,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
459,497,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
460,498,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
461,499,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,Horse(detroitcity),5
462,339,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
463,340,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,Architect(monhoff) ∧ Artist(monhoff) ∧ Illustrator(monhoff),4
464,51,True,OK_RELEVANT_FOUND,True,True,Uncertain,2.0,"HonoredBy(miroslavFiedler, fiedlerEigenvalue)",4
465,52,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
466,53,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,Czech(miroslavFiedler) ∧ Mathematician(miroslavFiedler),4
467,444,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,∀x (Laptop(x) → Computer(x)),3
468,445,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,3
469,29,True,OK_RELEVANT_FOUND,True,True,Uncertain,1.0,"Graduated(walterBrown, harvard) ∧ GraduatedWith(walterBrown, bachelorsOfArt)",4
470,30,True,OK_RELEVANT_FOUND,True,True,Uncertain,2.0,"∃t(In(walterBrown, toledo, t) ∧ In(walterBrownFather, toledo, t) ∧ PracticedLawTogether(walterBrown, walterBrownFather, t))",4
471,31,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
472,1147,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
473,1148,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
474,1149,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
475,1150,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
476,1151,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
477,585,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
478,586,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
479,587,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
480,588,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
481,1369,False,OK_RELEVANT_FOUND,False,True,Uncertain,2.0,∀x (¬Ghost(x)),6
482,1370,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
483,1371,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
484,1264,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,∀x (Tiger(x) → Cat(x)),5
485,1265,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,∀x (Tiger(x) → Cat(x)),5
486,1266,Uncertain,SKIP_GOLD_NOT_DECIDED,False,False,,,,5
487,1267,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,∀x (Tiger(x) → Cat(x)),5
488,195,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,10
489,196,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,10
490,197,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,10
491,23,True,OK_RELEVANT_FOUND,True,True,Uncertain,1.0,"LikePlayingWith(cat, taigaVole)",4
492,24,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,"Vole(taigaVole) ∧ LiveIn(taigaVole, northAmerica)",4
493,1041,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
494,1042,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
495,1043,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,6
496,174,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
497,175,True,OK_RELEVANT_FOUND,True,True,Uncertain,1.0,∀x (LabMonitor(x) → Discounted(x)),5
498,176,False,OK_RELEVANT_FOUND,False,True,Uncertain,1.0,∀x (LabMonitor(x) → Discounted(x)),5
499,1155,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
500,1156,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
501,1157,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
502,1158,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
503,1178,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
504,1179,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
505,1180,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
506,10,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"Holds(suduva, theLithuanianSuperCup)",2
507,285,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"Village(ainderbyQuernhow) ∧ CivilParish(ainderbyQuernhow) ∧ In(ainderbyQuernhow, hambletonDistrict)",4
508,286,False,OK_RELEVANT_FOUND,False,True,Uncertain,0.0,"Village(ainderbyQuernhow) ∧ CivilParish(ainderbyQuernhow) ∧ In(ainderbyQuernhow, hambletonDistrict)",4
509,138,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"Author(douglasAdams) ∧ Authored(douglasAdams, theSalmonOfDoubt) ∧ Book(theSalmonOfDoubt)",5
510,139,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"Author(douglasAdams) ∧ Authored(douglasAdams, theSalmonOfDoubt) ∧ Book(theSalmonOfDoubt)",5
511,140,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
512,822,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
513,823,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
514,824,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
515,825,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
516,826,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
517,827,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
518,283,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
519,284,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
520,695,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
521,884,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
522,885,False,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
523,886,True,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,5
524,92,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,WorldLeadingLightingDesigner(hughVanstone),4
525,93,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
526,94,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,4
527,448,Uncertain,SKIP_BASE_NOT_DECIDED,Uncertain,False,,,,2
528,379,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"American(donaldErvinKnuth) ∧ ComputerScientist(donaldErvinKnuth) ∧ Mathematician(donaldErvinKnuth) ∧ ProfessorEmeritusAt(donaldErvinKnuth, stanford)",2
529,380,True,OK_RELEVANT_FOUND,True,True,Uncertain,0.0,"American(donaldErvinKnuth) ∧ ComputerScientist(donaldErvinKnuth) ∧ Mathematician(donaldErvinKnuth) ∧ ProfessorEmeritusAt(donaldErvinKnuth, stanford)",2
